"time"	"median"	"lower"	"upper"	"component"
1880	0.499208	-0.8108245	1.5037885	"HCI2"
1881	-0.0113574	-0.99104385	1.083528	"HCI2"
1882	1.223325	0.5626627	1.8583645	"HCI2"
1883	0.0201163	-1.415641	1.645963	"HCI2"
1884	0.327354	-0.6249758	1.386477	"HCI2"
1885	-0.3619155	-1.7537425	1.0371685	"HCI2"
1886	0.317696	-0.6342215	1.141907	"HCI2"
1887	-0.159487	-1.713396	1.2911745	"HCI2"
1888	-0.6039715	-1.591106	0.746653549999999	"HCI2"
1889	-0.701669	-1.7127555	0.716203	"HCI2"
1890	-0.1445655	-1.273881	0.98918475	"HCI2"
1891	-0.8001845	-1.90431	0.615325999999999	"HCI2"
1892	-0.09961645	-1.212915	0.876383749999999	"HCI2"
1893	-1.42604	-2.1682135	-0.652401	"HCI2"
1894	0.8599155	-0.08923597	1.6341195	"HCI2"
1895	0.367808	-0.37889375	1.044887	"HCI2"
1896	0.0699494	-0.43006105	0.5329089	"HCI2"
1897	-0.2513835	-1.5563485	1.222725	"HCI2"
1898	-0.1895625	-1.2439555	0.932798749999999	"HCI2"
1899	-0.130451	-1.2753545	0.99301535	"HCI2"
1900	0.762327	-0.1276828	1.5584445	"HCI2"
1901	-0.2580335	-1.285845	0.794726399999999	"HCI2"
1902	0.03163215	-1.1724005	1.092441	"HCI2"
1903	-0.310847	-0.91479565	0.22418065	"HCI2"
1904	-0.1591115	-1.44662	1.144575	"HCI2"
1905	0.1257015	-1.090319	1.33797	"HCI2"
1906	-0.607249	-1.600089	0.483994049999999	"HCI2"
1907	-1.412895	-2.092318	-0.7414178	"HCI2"
1908	-0.0660007	-1.3408525	1.0437305	"HCI2"
1909	0.8488715	0.38514205	1.3350625	"HCI2"
1910	1.63739	1.1311825	2.180103	"HCI2"
1911	-1.43739	-2.0788435	-0.8544118	"HCI2"
1912	-0.616438	-1.327841	0.0890528699999999	"HCI2"
1913	0.421375	-0.7533865	1.5809495	"HCI2"
1914	-0.000328115	-1.157024	1.4043455	"HCI2"
1915	-0.0163587	-1.403792	1.024521	"HCI2"
1916	-0.205174	-2.0857075	0.997505	"HCI2"
1917	-0.2511675	-1.271519	0.8500899	"HCI2"
1918	0.570211	0.04846183	1.063315	"HCI2"
1919	1.884715	1.376988	2.442204	"HCI2"
1920	-1.183065	-1.9173665	-0.36883045	"HCI2"
1921	-0.1838215	-1.3494815	0.98542165	"HCI2"
1922	-0.140353	-0.74053005	0.4440886	"HCI2"
1923	0.7439445	-0.20983735	1.5872455	"HCI2"
1924	0.763481	-0.26035815	1.5286555	"HCI2"
1925	0.4325465	-0.231055	1.035204	"HCI2"
1926	-2.54273	-3.240799	-1.904153	"HCI2"
1927	0.622113	0.0106470645	1.160277	"HCI2"
1928	-0.0595076	-0.94348385	0.76053365	"HCI2"
1929	-1.67957	-2.361305	-0.787184200000001	"HCI2"
1930	0.600891	-0.22476585	1.359005	"HCI2"
1931	-0.266343	-1.417973	0.8782138	"HCI2"
1932	0.3818705	-0.9108356	1.459638	"HCI2"
1933	0.335388	-0.68675655	1.1994255	"HCI2"
1934	-0.9816585	-2.353025	0.2095038	"HCI2"
1935	0.713212	0.23635065	1.239409	"HCI2"
1936	-0.2470805	-1.324526	0.93097265	"HCI2"
1937	-0.7711955	-1.92873	0.49849985	"HCI2"
1938	-0.431271	-1.627453	0.93985835	"HCI2"
1939	-1.323835	-2.105257	-0.5107386	"HCI2"
1940	-0.08308105	-1.08478	0.780928899999999	"HCI2"
1941	-0.2074515	-1.5685655	0.9613643	"HCI2"
1942	0.02028135	-1.081306	1.0741015	"HCI2"
1943	0.1783865	-0.94843945	1.3738015	"HCI2"
1944	0.7279375	0.1534437	1.2820435	"HCI2"
1945	0.2214635	-0.76032115	1.1392475	"HCI2"
1946	-0.456597	-2.5169685	0.8749886	"HCI2"
1947	1.261925	0.6771516	1.835279	"HCI2"
1948	-0.05921875	-1.5895685	1.216582	"HCI2"
1949	0.1653385	-0.88627425	1.454395	"HCI2"
1950	-0.6762495	-1.829283	0.463868199999999	"HCI2"
1951	-0.713525	-1.762428	0.417674899999999	"HCI2"
1952	0.02954505	-0.8471957	0.8246781	"HCI2"
1953	-0.563367	-1.7986495	0.505307549999999	"HCI2"
1954	0.8707785	0.30973045	1.364856	"HCI2"
1955	0.412903	-0.5701088	1.4213365	"HCI2"
1956	0.838584	0.13271495	1.4682145	"HCI2"
1957	-0.1985145	-0.9744218	0.6183565	"HCI2"
1958	0.434892	-0.3747776	1.1275605	"HCI2"
1959	-1.351915	-2.2505115	-0.321655050000001	"HCI2"
1960	0.1730895	-0.53483005	0.83378955	"HCI2"
1961	-0.6100445	-1.3092595	0.05305355	"HCI2"
1962	-0.9515825	-1.742318	-0.0739949600000002	"HCI2"
1963	0.185467	-0.6500564	1.0954925	"HCI2"
1964	-0.1971895	-0.74749575	0.2870829	"HCI2"
1965	-0.333349	-1.1028105	0.4244348	"HCI2"
1966	-0.009545795	-0.4614334	0.3833054	"HCI2"
1967	-0.4148945	-0.79641615	-0.093310925	"HCI2"
1968	-0.8697395	-1.2593605	-0.5506577	"HCI2"
1969	-0.373562	-0.65841585	-0.11117255	"HCI2"
1970	0.3487315	0.067903075	0.63032165	"HCI2"
1971	1.64947	1.279193	2.098143	"HCI2"
1972	-0.528474	-0.86649815	-0.24891225	"HCI2"
1973	-0.024187	-0.42950035	0.37156205	"HCI2"
1974	0.3178155	0.034964735	0.58542325	"HCI2"
1975	-0.5336755	-0.8415724	-0.32651075	"HCI2"
1976	-0.4776535	-0.80349875	-0.1929995	"HCI2"
1977	-0.332626	-0.6324956	-0.053298015	"HCI2"
1978	-0.119097	-0.3984903	0.13891035	"HCI2"
1979	-0.5207355	-0.82021625	-0.2681112	"HCI2"
1980	-0.6760615	-0.9767006	-0.3963478	"HCI2"
1981	-0.4742855	-0.7652313	-0.2249519	"HCI2"
1982	-0.258766	-0.49670555	-0.01044412	"HCI2"
1983	-0.186061	-0.5248675	0.12168585	"HCI2"
1984	0.2624675	0.02030908	0.51209615	"HCI2"
1985	-0.45208	-0.7519052	-0.20205125	"HCI2"
1986	0.02813305	-0.27939835	0.3071787	"HCI2"
1987	0.5581355	0.19286155	0.8746359	"HCI2"
1988	-0.3098815	-0.6226761	-0.070991345	"HCI2"
1989	0.2157515	-0.18463555	0.5886272	"HCI2"
1990	0.314211	0.02127644	0.60885375	"HCI2"
1991	-0.620046	-0.9425504	-0.32719205	"HCI2"
1992	0.7905865	0.50778355	1.086178	"HCI2"
1993	-0.365687	-0.64553845	-0.1400324	"HCI2"
1994	2.370515	1.8846345	3.017694	"HCI2"
1995	-0.3401105	-0.6503025	-0.06095371	"HCI2"
1996	-0.474287	-0.79241765	-0.19230235	"HCI2"
1997	-0.441758	-0.72117355	-0.18140985	"HCI2"
1998	0.6002085	0.3459445	0.90077415	"HCI2"
1999	0.9582275	0.70281395	1.301579	"HCI2"
2000	3.144115	2.6203885	3.750253	"HCI2"
2001	0.5668065	0.31184905	0.84947995	"HCI2"
2002	-0.1418405	-0.3892917	0.074648045	"HCI2"
2003	-1.071065	-1.537384	-0.7113755	"HCI2"
2004	-0.4011785	-0.647804	-0.16690215	"HCI2"
2005	-0.615904	-0.99206955	-0.28515915	"HCI2"
2006	0.08749365	-0.2351439	0.3824971	"HCI2"
2007	0.426166	0.143379	0.7262989	"HCI2"
2008	1.35515	1.038238	1.744184	"HCI2"
2009	2.076215	1.6341445	2.533367	"HCI2"
2010	0.4677975	0.1842232	0.763153	"HCI2"
2011	-0.4821095	-0.80501955	-0.20369315	"HCI2"
2012	1.053675	0.7399239	1.431989	"HCI2"
2013	3.38162	2.8121285	4.136913	"HCI2"
2014	-0.09085735	-0.4119242	0.19026015	"HCI2"
2015	0.307611	0.063488085	0.5747972	"HCI2"
