value;iVar;itime;ispaceP;ispaceQ;ispaceT
0;2;59;0;149;0
0.6;2;60;0;149;0
0.033333333333333;2;61;0;149;0
0.340659340659341;2;62;0;149;0
0.277777777777778;2;63;0;149;0
0.255555555555556;2;64;0;149;0
0.933333333333333;2;65;0;149;0
0;2;66;0;149;0
0.533333333333333;2;67;0;149;0
0;2;68;0;149;0
0.4;2;69;0;149;0
0.461538461538462;2;70;0;149;0
0;2;71;0;149;0
0;2;72;0;149;0
0.244444444444444;2;73;0;149;0
0;2;74;0;149;0
0;2;75;0;149;0
0;2;76;0;149;0
0;2;77;0;149;0
0;2;78;0;149;0
0.122222222222222;2;79;0;149;0
0.722222222222222;2;80;0;149;0
0;2;81;0;149;0
0.076923076923077;2;82;0;149;0
0;2;83;0;149;0
0;2;84;0;149;0
0.666666666666667;2;85;0;149;0
0;2;86;0;149;0
0;2;87;0;149;0
0;2;88;0;149;0
0.877777777777778;2;89;0;149;0
0.131868131868132;2;90;0;149;0
0.566666666666667;2;91;0;149;0
0.333333333333333;2;92;0;149;0
0;2;93;0;149;0
0;2;94;0;149;0
0.188888888888889;2;95;0;149;0
0.311111111111111;2;96;0;149;0
0;2;97;0;149;0
0;2;98;0;149;0
0.255555555555556;2;99;0;149;0
0.322222222222222;2;100;0;149;0
0;2;59;0;150;0
0;2;60;0;150;0
0;2;61;0;150;0
0.208791208791209;2;62;0;150;0
0.422222222222222;2;63;0;150;0
0.422222222222222;2;64;0;150;0
0.833333333333333;2;65;0;150;0
0;2;66;0;150;0
0;2;67;0;150;0
0;2;68;0;150;0
0.044444444444444;2;69;0;150;0
0.351648351648352;2;70;0;150;0
0;2;71;0;150;0
0;2;72;0;150;0
0;2;73;0;150;0
0;2;74;0;150;0
0;2;75;0;150;0
0;2;76;0;150;0
0;2;77;0;150;0
0;2;78;0;150;0
0;2;79;0;150;0
0.633333333333333;2;80;0;150;0
0;2;81;0;150;0
0.065934065934066;2;82;0;150;0
0;2;83;0;150;0
0;2;84;0;150;0
0.077777777777778;2;85;0;150;0
0.527472527472527;2;86;0;150;0
0;2;87;0;150;0
0.011111111111111;2;88;0;150;0
0.777777777777778;2;89;0;150;0
0.263736263736264;2;90;0;150;0
0.122222222222222;2;91;0;150;0
0.666666666666667;2;92;0;150;0
0.177777777777778;2;93;0;150;0
0;2;94;0;150;0
0;2;95;0;150;0
0;2;96;0;150;0
0;2;97;0;150;0
0;2;98;0;150;0
0;2;99;0;150;0
0.044444444444444;2;100;0;150;0
0;2;33;0;151;0
0;2;34;0;151;0
0;2;35;0;151;0
0;2;36;0;151;0
0;2;37;0;151;0
0;2;38;0;151;0
0;2;39;0;151;0
0;2;40;0;151;0
0;2;41;0;151;0
0;2;42;0;151;0
0;2;43;0;151;0
0;2;44;0;151;0
0;2;45;0;151;0
0;2;46;0;151;0
0.211111111111111;2;47;0;151;0
0.344444444444444;2;48;0;151;0
0;2;49;0;151;0
0.725274725274725;2;50;0;151;0
0.455555555555556;2;51;0;151;0
0;2;52;0;151;0
0;2;53;0;151;0
0;2;54;0;151;0
0.766666666666667;2;55;0;151;0
0;2;56;0;151;0
0;2;57;0;151;0
0;2;58;0;151;0
0;2;59;0;151;0
0.077777777777778;2;60;0;151;0
0;2;61;0;151;0
0.505494505494505;2;62;0;151;0
0.311111111111111;2;63;0;151;0
0.511111111111111;2;64;0;151;0
0.922222222222222;2;65;0;151;0
0;2;66;0;151;0
0.322222222222222;2;67;0;151;0
0;2;68;0;151;0
0.188888888888889;2;69;0;151;0
0.582417582417582;2;70;0;151;0
0;2;71;0;151;0
0;2;72;0;151;0
0;2;73;0;151;0
0;2;74;0;151;0
0;2;75;0;151;0
0;2;76;0;151;0
0;2;77;0;151;0
0;2;78;0;151;0
0;2;79;0;151;0
0.722222222222222;2;80;0;151;0
0;2;81;0;151;0
0.186813186813187;2;82;0;151;0
0.044444444444444;2;83;0;151;0
0;2;84;0;151;0
0.788888888888889;2;85;0;151;0
0.087912087912088;2;86;0;151;0
0;2;87;0;151;0
0.244444444444444;2;88;0;151;0
1;2;89;0;151;0
0.252747252747253;2;90;0;151;0
0.344444444444444;2;91;0;151;0
0.4;2;92;0;151;0
0.033333333333333;2;93;0;151;0
0;2;94;0;151;0
0.211111111111111;2;95;0;151;0
0.455555555555556;2;96;0;151;0
0;2;97;0;151;0
0;2;98;0;151;0
0.044444444444444;2;99;0;151;0
0.555555555555556;2;100;0;151;0
0;2;49;0;152;0
0.67032967032967;2;50;0;152;0
0;2;51;0;152;0
0;2;52;0;152;0
0;2;53;0;152;0
0;2;54;0;152;0
0.477777777777778;2;55;0;152;0
0;2;56;0;152;0
0;2;57;0;152;0
0;2;58;0;152;0
0;2;59;0;152;0
0.444444444444444;2;60;0;152;0
0;2;61;0;152;0
0.230769230769231;2;62;0;152;0
0.044444444444444;2;63;0;152;0
0.022222222222222;2;64;0;152;0
0.8;2;65;0;152;0
0;2;66;0;152;0
0.5;2;67;0;152;0
0;2;68;0;152;0
0;2;69;0;152;0
0.252747252747253;2;70;0;152;0
0;2;71;0;152;0
0;2;72;0;152;0
0.011111111111111;2;73;0;152;0
0.010989010989011;2;74;0;152;0
0;2;75;0;152;0
0;2;76;0;152;0
0;2;77;0;152;0
0;2;78;0;152;0
0.022222222222222;2;79;0;152;0
0.755555555555556;2;80;0;152;0
0;2;81;0;152;0
0.065934065934066;2;82;0;152;0
0.055555555555556;2;83;0;152;0
0;2;84;0;152;0
0.688888888888889;2;85;0;152;0
0;2;86;0;152;0
0;2;87;0;152;0
0.188888888888889;2;88;0;152;0
0.788888888888889;2;89;0;152;0
0;2;90;0;152;0
0.1;2;91;0;152;0
0.088888888888889;2;92;0;152;0
0;2;93;0;152;0
0;2;94;0;152;0
0.422222222222222;2;95;0;152;0
0.255555555555556;2;96;0;152;0
0;2;97;0;152;0
0.032967032967033;2;98;0;152;0
0;2;99;0;152;0
0.122222222222222;2;100;0;152;0
0.144444444444444;2;43;0;153;0
0;2;44;0;153;0
0;2;45;0;153;0
0.241758241758242;2;46;0;153;0
0.222222222222222;2;47;0;153;0
0.355555555555556;2;48;0;153;0
0;2;49;0;153;0
0.582417582417582;2;50;0;153;0
0;2;51;0;153;0
0;2;52;0;153;0
0;2;53;0;153;0
0;2;54;0;153;0
0.533333333333333;2;55;0;153;0
0;2;56;0;153;0
0;2;57;0;153;0
0;2;58;0;153;0
0.111111111111111;2;59;0;153;0
0.766666666666667;2;60;0;153;0
0.022222222222222;2;61;0;153;0
0.197802197802198;2;62;0;153;0
0.055555555555556;2;63;0;153;0
0.055555555555556;2;64;0;153;0
0.711111111111111;2;65;0;153;0
0;2;66;0;153;0
0.5;2;67;0;153;0
0;2;68;0;153;0
0.022222222222222;2;69;0;153;0
0.296703296703297;2;70;0;153;0
0;2;71;0;153;0
0;2;72;0;153;0
0.111111111111111;2;73;0;153;0
0;2;74;0;153;0
0;2;75;0;153;0
0;2;76;0;153;0
0;2;77;0;153;0
0;2;78;0;153;0
0.066666666666667;2;79;0;153;0
0.688888888888889;2;80;0;153;0
0;2;81;0;153;0
0.054945054945055;2;82;0;153;0
0.066666666666667;2;83;0;153;0
0;2;84;0;153;0
0.633333333333333;2;85;0;153;0
0.087912087912088;2;86;0;153;0
0;2;87;0;153;0
0.233333333333333;2;88;0;153;0
0.777777777777778;2;89;0;153;0
0;2;90;0;153;0
0.188888888888889;2;91;0;153;0
0.133333333333333;2;92;0;153;0
0;2;93;0;153;0
0;2;94;0;153;0
0.522222222222222;2;95;0;153;0
0.266666666666667;2;96;0;153;0
0;2;97;0;153;0
0.021978021978022;2;98;0;153;0
0.066666666666667;2;99;0;153;0
0.133333333333333;2;100;0;153;0
0;2;56;0;154;0
0;2;57;0;154;0
0;2;58;0;154;0
0;2;59;0;154;0
0.477777777777778;2;60;0;154;0
0;2;61;0;154;0
0.296703296703297;2;62;0;154;0
0.088888888888889;2;63;0;154;0
0.111111111111111;2;64;0;154;0
0.911111111111111;2;65;0;154;0
0;2;66;0;154;0
0.555555555555556;2;67;0;154;0
0;2;68;0;154;0
0.1;2;69;0;154;0
0.516483516483517;2;70;0;154;0
0.033333333333333;2;71;0;154;0
0.133333333333333;2;72;0;154;0
0.011111111111111;2;73;0;154;0
0;2;74;0;154;0
0;2;75;0;154;0
0;2;76;0;154;0
0.011111111111111;2;77;0;154;0
0;2;78;0;154;0
0.1;2;79;0;154;0
0.611111111111111;2;80;0;154;0
0;2;81;0;154;0
0.164835164835165;2;82;0;154;0
0.266666666666667;2;83;0;154;0
0;2;84;0;154;0
0.722222222222222;2;85;0;154;0
0;2;86;0;154;0
0;2;87;0;154;0
0.2;2;88;0;154;0
0.944444444444444;2;89;0;154;0
0;2;90;0;154;0
0.144444444444444;2;91;0;154;0
0.088888888888889;2;92;0;154;0
0;2;93;0;154;0
0;2;94;0;154;0
0.122222222222222;2;95;0;154;0
0.2;2;96;0;154;0
0;2;97;0;154;0
0;2;98;0;154;0
0;2;99;0;154;0
0.1;2;100;0;154;0
0.288888888888889;2;64;0;155;0
0.911111111111111;2;65;0;155;0
0;2;66;0;155;0
0.377777777777778;2;67;0;155;0
0;2;68;0;155;0
0;2;69;0;155;0
0.076923076923077;2;70;0;155;0
0;2;71;0;155;0
0.011111111111111;2;72;0;155;0
0;2;73;0;155;0
0;2;74;0;155;0
0;2;75;0;155;0
0;2;76;0;155;0
0;2;77;0;155;0
0;2;78;0;155;0
0;2;79;0;155;0
0.622222222222222;2;80;0;155;0
0.066666666666667;2;81;0;155;0
0;2;82;0;155;0
0;2;83;0;155;0
0;2;84;0;155;0
0.411111111111111;2;85;0;155;0
0.076923076923077;2;86;0;155;0
0;2;87;0;155;0
0.177777777777778;2;88;0;155;0
0.888888888888889;2;89;0;155;0
0.142857142857143;2;90;0;155;0
0.355555555555556;2;91;0;155;0
0.222222222222222;2;92;0;155;0
0;2;93;0;155;0
0;2;94;0;155;0
0.388888888888889;2;95;0;155;0
0.122222222222222;2;96;0;155;0
0.022222222222222;2;97;0;155;0
0.417582417582418;2;98;0;155;0
0;2;99;0;155;0
0;2;100;0;155;0
0.21978021978022;2;46;0;156;0
0.255555555555556;2;47;0;156;0
0.533333333333333;2;48;0;156;0
0.1;2;49;0;156;0
0.714285714285714;2;50;0;156;0
0;2;51;0;156;0
0;2;52;0;156;0
0;2;53;0;156;0
0;2;54;0;156;0
0.444444444444444;2;55;0;156;0
0;2;56;0;156;0
0.033333333333333;2;57;0;156;0
0;2;58;0;156;0
0;2;59;0;156;0
0.355555555555556;2;60;0;156;0
0;2;61;0;156;0
0.153846153846154;2;62;0;156;0
0.277777777777778;2;63;0;156;0
0.366666666666667;2;64;0;156;0
0.888888888888889;2;65;0;156;0
0;2;66;0;156;0
0.322222222222222;2;67;0;156;0
0;2;68;0;156;0
0.188888888888889;2;69;0;156;0
0.362637362637363;2;70;0;156;0
0.033333333333333;2;71;0;156;0
0.111111111111111;2;72;0;156;0
0;2;73;0;156;0
0;2;74;0;156;0
0;2;75;0;156;0
0;2;76;0;156;0
0.077777777777778;2;77;0;156;0
0;2;78;0;156;0
0.144444444444444;2;79;0;156;0
0.644444444444444;2;80;0;156;0
0;2;81;0;156;0
0.615384615384615;2;82;0;156;0
0.255555555555556;2;83;0;156;0
0;2;84;0;156;0
0.755555555555556;2;85;0;156;0
0.164835164835165;2;86;0;156;0
0.011111111111111;2;87;0;156;0
0.3;2;88;0;156;0
0.811111111111111;2;89;0;156;0
0;2;90;0;156;0
0.077777777777778;2;91;0;156;0
0.133333333333333;2;92;0;156;0
0;2;93;0;156;0
0;2;94;0;156;0
0.122222222222222;2;95;0;156;0
0;2;96;0;156;0
0;2;97;0;156;0
0.076923076923077;2;98;0;156;0
0.077777777777778;2;99;0;156;0
0.022222222222222;2;100;0;156;0
0.461538461538462;2;50;0;157;0
0.277777777777778;2;51;0;157;0
0;2;52;0;157;0
0;2;53;0;157;0
0;2;54;0;157;0
0.677777777777778;2;55;0;157;0
0;2;56;0;157;0
0;2;57;0;157;0
0;2;58;0;157;0
0;2;59;0;157;0
0.811111111111111;2;60;0;157;0
0.1;2;61;0;157;0
0.351648351648352;2;62;0;157;0
0.233333333333333;2;63;0;157;0
0.066666666666667;2;64;0;157;0
1;2;65;0;157;0
0.010989010989011;2;66;0;157;0
0.388888888888889;2;67;0;157;0
0;2;68;0;157;0
0.333333333333333;2;69;0;157;0
0.395604395604396;2;70;0;157;0
0.211111111111111;2;71;0;157;0
0.122222222222222;2;72;0;157;0
0;2;73;0;157;0
0;2;74;0;157;0
0;2;75;0;157;0
0;2;76;0;157;0
0;2;77;0;157;0
0;2;78;0;157;0
0;2;79;0;157;0
0.733333333333333;2;80;0;157;0
0;2;81;0;157;0
0;2;82;0;157;0
0;2;83;0;157;0
0;2;84;0;157;0
0.611111111111111;2;85;0;157;0
0.32967032967033;2;86;0;157;0
0;2;87;0;157;0
0.266666666666667;2;88;0;157;0
1;2;89;0;157;0
0;2;90;0;157;0
0;2;91;0;157;0
0.322222222222222;2;92;0;157;0
0;2;93;0;157;0
0;2;94;0;157;0
0.566666666666667;2;95;0;157;0
0.044444444444444;2;96;0;157;0
0;2;97;0;157;0
0;2;98;0;157;0
0.344444444444444;2;99;0;157;0
0.155555555555556;2;100;0;157;0
0.428571428571429;2;50;0;158;0
0;2;51;0;158;0
0;2;52;0;158;0
0;2;53;0;158;0
0;2;54;0;158;0
0.266666666666667;2;55;0;158;0
0;2;56;0;158;0
0.011111111111111;2;57;0;158;0
0.065934065934066;2;58;0;158;0
0;2;59;0;158;0
0.422222222222222;2;60;0;158;0
0.055555555555556;2;61;0;158;0
0.274725274725275;2;62;0;158;0
0.033333333333333;2;63;0;158;0
0.1;2;64;0;158;0
0.644444444444444;2;65;0;158;0
0;2;66;0;158;0
0.477777777777778;2;67;0;158;0
0;2;68;0;158;0
0;2;69;0;158;0
0.263736263736264;2;70;0;158;0
0.233333333333333;2;71;0;158;0
0.033333333333333;2;72;0;158;0
0.166666666666667;2;73;0;158;0
0;2;74;0;158;0
0;2;75;0;158;0
0;2;76;0;158;0
0;2;77;0;158;0
0;2;78;0;158;0
0.077777777777778;2;79;0;158;0
0.377777777777778;2;80;0;158;0
0;2;81;0;158;0
0.054945054945055;2;82;0;158;0
0.133333333333333;2;83;0;158;0
0;2;84;0;158;0
0.5;2;85;0;158;0
0.142857142857143;2;86;0;158;0
0;2;87;0;158;0
0.366666666666667;2;88;0;158;0
0.833333333333333;2;89;0;158;0
0;2;90;0;158;0
0.133333333333333;2;91;0;158;0
0;2;92;0;158;0
0;2;93;0;158;0
0;2;94;0;158;0
0.544444444444444;2;95;0;158;0
0.177777777777778;2;96;0;158;0
0.033333333333333;2;97;0;158;0
0.142857142857143;2;98;0;158;0
0.077777777777778;2;99;0;158;0
0.155555555555556;2;100;0;158;0
0.055555555555556;2;33;0;159;0
0;2;34;0;159;0
0;2;35;0;159;0
0;2;36;0;159;0
0;2;37;0;159;0
0;2;38;0;159;0
0;2;39;0;159;0
0;2;40;0;159;0
0;2;41;0;159;0
0;2;42;0;159;0
0;2;43;0;159;0
0.077777777777778;2;44;0;159;0
0.055555555555556;2;45;0;159;0
0;2;46;0;159;0
0;2;47;0;159;0
0;2;48;0;159;0
0;2;49;0;159;0
0.373626373626374;2;50;0;159;0
0;2;51;0;159;0
0;2;52;0;159;0
0;2;53;0;159;0
0;2;54;0;159;0
0.377777777777778;2;55;0;159;0
0;2;56;0;159;0
0;2;57;0;159;0
0;2;58;0;159;0
0;2;59;0;159;0
0;2;60;0;159;0
0;2;61;0;159;0
0.307692307692308;2;62;0;159;0
0.366666666666667;2;63;0;159;0
0.377777777777778;2;64;0;159;0
0.833333333333333;2;65;0;159;0
0;2;66;0;159;0
0;2;67;0;159;0
0;2;68;0;159;0
0;2;69;0;159;0
0.021978021978022;2;70;0;159;0
0.044444444444444;2;71;0;159;0
0;2;72;0;159;0
0;2;73;0;159;0
0;2;74;0;159;0
0;2;75;0;159;0
0;2;76;0;159;0
0.088888888888889;2;77;0;159;0
0;2;78;0;159;0
0;2;79;0;159;0
0.433333333333333;2;80;0;159;0
0;2;81;0;159;0
0.120879120879121;2;82;0;159;0
0.277777777777778;2;83;0;159;0
0;2;84;0;159;0
0.633333333333333;2;85;0;159;0
0.131868131868132;2;86;0;159;0
0;2;87;0;159;0
0.433333333333333;2;88;0;159;0
0.977777777777778;2;89;0;159;0
0.824175824175824;2;90;0;159;0
0.588888888888889;2;91;0;159;0
0.688888888888889;2;92;0;159;0
0.033333333333333;2;93;0;159;0
0;2;94;0;159;0
0.2;2;95;0;159;0
0.233333333333333;2;96;0;159;0
0.188888888888889;2;97;0;159;0
0.659340659340659;2;98;0;159;0
0.244444444444444;2;99;0;159;0
0.566666666666667;2;100;0;159;0
0;2;43;0;160;0
0.355555555555556;2;44;0;160;0
0;2;45;0;160;0
0;2;46;0;160;0
0;2;47;0;160;0
0.2;2;48;0;160;0
0.066666666666667;2;49;0;160;0
0.868131868131868;2;50;0;160;0
0.077777777777778;2;51;0;160;0
0.166666666666667;2;52;0;160;0
0;2;53;0;160;0
0;2;54;0;160;0
0.644444444444444;2;55;0;160;0
0.044444444444444;2;56;0;160;0
0;2;57;0;160;0
0;2;58;0;160;0
0.077777777777778;2;59;0;160;0
0.122222222222222;2;60;0;160;0
0.011111111111111;2;61;0;160;0
0.230769230769231;2;62;0;160;0
0.066666666666667;2;63;0;160;0
0.266666666666667;2;64;0;160;0
0.788888888888889;2;65;0;160;0
0.098901098901099;2;66;0;160;0
0.066666666666667;2;67;0;160;0
0;2;68;0;160;0
0.022222222222222;2;69;0;160;0
0.043956043956044;2;70;0;160;0
0.222222222222222;2;71;0;160;0
0;2;72;0;160;0
0;2;73;0;160;0
0;2;74;0;160;0
0;2;75;0;160;0
0;2;76;0;160;0
0.033333333333333;2;77;0;160;0
0;2;78;0;160;0
0.022222222222222;2;79;0;160;0
0.666666666666667;2;80;0;160;0
0;2;81;0;160;0
0.483516483516484;2;82;0;160;0
0.266666666666667;2;83;0;160;0
0;2;84;0;160;0
0.822222222222222;2;85;0;160;0
0.186813186813187;2;86;0;160;0
0.1;2;87;0;160;0
0.4;2;88;0;160;0
0.922222222222222;2;89;0;160;0
0.67032967032967;2;90;0;160;0
0.544444444444444;2;91;0;160;0
0.655555555555556;2;92;0;160;0
0;2;93;0;160;0
0;2;94;0;160;0
0.2;2;95;0;160;0
0.066666666666667;2;96;0;160;0
0.055555555555556;2;97;0;160;0
0.527472527472527;2;98;0;160;0
0.122222222222222;2;99;0;160;0
0.611111111111111;2;100;0;160;0
0;2;40;0;161;0
0;2;41;0;161;0
0;2;42;0;161;0
0;2;43;0;161;0
0;2;44;0;161;0
0;2;45;0;161;0
0.010989010989011;2;46;0;161;0
0;2;47;0;161;0
0.166666666666667;2;48;0;161;0
0.222222222222222;2;49;0;161;0
0.89010989010989;2;50;0;161;0
0.044444444444444;2;51;0;161;0
0;2;52;0;161;0
0;2;53;0;161;0
0;2;54;0;161;0
0.088888888888889;2;55;0;161;0
0;2;56;0;161;0
0;2;57;0;161;0
0;2;58;0;161;0
0;2;59;0;161;0
0;2;60;0;161;0
0;2;61;0;161;0
0.230769230769231;2;62;0;161;0
0.344444444444444;2;63;0;161;0
0.4;2;64;0;161;0
0.866666666666667;2;65;0;161;0
0.131868131868132;2;66;0;161;0
0.233333333333333;2;67;0;161;0
0;2;68;0;161;0
0;2;69;0;161;0
0.230769230769231;2;70;0;161;0
0.033333333333333;2;71;0;161;0
0.011111111111111;2;72;0;161;0
0;2;73;0;161;0
0;2;74;0;161;0
0;2;75;0;161;0
0;2;76;0;161;0
0;2;77;0;161;0
0;2;78;0;161;0
0;2;79;0;161;0
0;2;80;0;161;0
0;2;81;0;161;0
0;2;82;0;161;0
0.077777777777778;2;83;0;161;0
0;2;84;0;161;0
0.533333333333333;2;85;0;161;0
0;2;86;0;161;0
0;2;87;0;161;0
0.322222222222222;2;88;0;161;0
0.955555555555556;2;89;0;161;0
0.868131868131868;2;90;0;161;0
0.544444444444444;2;91;0;161;0
0.755555555555556;2;92;0;161;0
0.022222222222222;2;93;0;161;0
0;2;94;0;161;0
0.022222222222222;2;95;0;161;0
0.233333333333333;2;96;0;161;0
0.1;2;97;0;161;0
0.659340659340659;2;98;0;161;0
0.133333333333333;2;99;0;161;0
0.422222222222222;2;100;0;161;0
0.088888888888889;2;43;0;162;0
0.188888888888889;2;44;0;162;0
0;2;45;0;162;0
0.208791208791209;2;46;0;162;0
0;2;47;0;162;0
0.322222222222222;2;48;0;162;0
0.222222222222222;2;49;0;162;0
0.582417582417582;2;50;0;162;0
0;2;51;0;162;0
0;2;52;0;162;0
0;2;53;0;162;0
0;2;54;0;162;0
0.455555555555556;2;55;0;162;0
0.033333333333333;2;56;0;162;0
0;2;57;0;162;0
0.054945054945055;2;58;0;162;0
0;2;59;0;162;0
0.233333333333333;2;60;0;162;0
0;2;61;0;162;0
0.076923076923077;2;62;0;162;0
0.3;2;63;0;162;0
0.422222222222222;2;64;0;162;0
0.644444444444444;2;65;0;162;0
0;2;66;0;162;0
0.011111111111111;2;67;0;162;0
0;2;68;0;162;0
0;2;69;0;162;0
0.098901098901099;2;70;0;162;0
0;2;71;0;162;0
0;2;72;0;162;0
0.133333333333333;2;73;0;162;0
0;2;74;0;162;0
0;2;75;0;162;0
0;2;76;0;162;0
0.066666666666667;2;77;0;162;0
0;2;78;0;162;0
0;2;79;0;162;0
0.455555555555556;2;80;0;162;0
0;2;81;0;162;0
0;2;82;0;162;0
0.177777777777778;2;83;0;162;0
0;2;84;0;162;0
0.411111111111111;2;85;0;162;0
0.10989010989011;2;86;0;162;0
0;2;87;0;162;0
0.333333333333333;2;88;0;162;0
0.833333333333333;2;89;0;162;0
0.120879120879121;2;90;0;162;0
0.188888888888889;2;91;0;162;0
0.311111111111111;2;92;0;162;0
0;2;93;0;162;0
0;2;94;0;162;0
0.155555555555556;2;95;0;162;0
0.088888888888889;2;96;0;162;0
0.011111111111111;2;97;0;162;0
0.274725274725275;2;98;0;162;0
0.033333333333333;2;99;0;162;0
0.233333333333333;2;100;0;162;0
0;2;40;0;163;0
0;2;41;0;163;0
0.175824175824176;2;42;0;163;0
0.122222222222222;2;43;0;163;0
0.622222222222222;2;44;0;163;0
0.077777777777778;2;45;0;163;0
0.681318681318681;2;46;0;163;0
0.155555555555556;2;47;0;163;0
0.511111111111111;2;48;0;163;0
0.333333333333333;2;49;0;163;0
0.802197802197802;2;50;0;163;0
0.133333333333333;2;51;0;163;0
0.177777777777778;2;52;0;163;0
0;2;53;0;163;0
0.032967032967033;2;54;0;163;0
0.744444444444444;2;55;0;163;0
0.177777777777778;2;56;0;163;0
0;2;57;0;163;0
0;2;58;0;163;0
0;2;59;0;163;0
0.077777777777778;2;60;0;163;0
0;2;61;0;163;0
0.252747252747253;2;62;0;163;0
0.366666666666667;2;63;0;163;0
0.322222222222222;2;64;0;163;0
0.866666666666667;2;65;0;163;0
0;2;66;0;163;0
0.266666666666667;2;67;0;163;0
0;2;68;0;163;0
0;2;69;0;163;0
0;2;70;0;163;0
0;2;71;0;163;0
0;2;72;0;163;0
0;2;73;0;163;0
0;2;74;0;163;0
0;2;75;0;163;0
0;2;76;0;163;0
0.011111111111111;2;77;0;163;0
0;2;78;0;163;0
0.011111111111111;2;79;0;163;0
0.477777777777778;2;80;0;163;0
0;2;81;0;163;0
0.67032967032967;2;82;0;163;0
0.644444444444444;2;83;0;163;0
0;2;84;0;163;0
0.766666666666667;2;85;0;163;0
0.296703296703297;2;86;0;163;0
0;2;87;0;163;0
0.366666666666667;2;88;0;163;0
0.977777777777778;2;89;0;163;0
0.758241758241758;2;90;0;163;0
0.6;2;91;0;163;0
0.6;2;92;0;163;0
0;2;93;0;163;0
0;2;94;0;163;0
0.011111111111111;2;95;0;163;0
0.111111111111111;2;96;0;163;0
0.011111111111111;2;97;0;163;0
0.516483516483517;2;98;0;163;0
0.111111111111111;2;99;0;163;0
0.3;2;100;0;163;0
0;2;45;0;164;0
0.054945054945055;2;46;0;164;0
0.266666666666667;2;47;0;164;0
0.266666666666667;2;48;0;164;0
0;2;49;0;164;0
0.769230769230769;2;50;0;164;0
0;2;51;0;164;0
0;2;52;0;164;0
0;2;53;0;164;0
0.021978021978022;2;54;0;164;0
0.877777777777778;2;55;0;164;0
0.433333333333333;2;56;0;164;0
0;2;57;0;164;0
0;2;58;0;164;0
0;2;59;0;164;0
0.177777777777778;2;60;0;164;0
0;2;61;0;164;0
0;2;62;0;164;0
0.211111111111111;2;63;0;164;0
0.522222222222222;2;64;0;164;0
0.666666666666667;2;65;0;164;0
0.087912087912088;2;66;0;164;0
0.466666666666667;2;67;0;164;0
0;2;68;0;164;0
0.1;2;69;0;164;0
0.241758241758242;2;70;0;164;0
0.044444444444444;2;71;0;164;0
0.044444444444444;2;72;0;164;0
0;2;73;0;164;0
0;2;74;0;164;0
0;2;75;0;164;0
0;2;76;0;164;0
0.155555555555556;2;77;0;164;0
0;2;78;0;164;0
0.011111111111111;2;79;0;164;0
0.411111111111111;2;80;0;164;0
0;2;81;0;164;0
0;2;82;0;164;0
0.166666666666667;2;83;0;164;0
0;2;84;0;164;0
0.588888888888889;2;85;0;164;0
0.373626373626374;2;86;0;164;0
0;2;87;0;164;0
0.111111111111111;2;88;0;164;0
0.888888888888889;2;89;0;164;0
0.516483516483517;2;90;0;164;0
0.266666666666667;2;91;0;164;0
0;2;92;0;164;0
0;2;93;0;164;0
0;2;94;0;164;0
0;2;95;0;164;0
0;2;96;0;164;0
0.066666666666667;2;97;0;164;0
0.637362637362637;2;98;0;164;0
0.088888888888889;2;99;0;164;0
0.377777777777778;2;100;0;164;0
0;2;48;0;165;0
0;2;49;0;165;0
0.769230769230769;2;50;0;165;0
0;2;51;0;165;0
0;2;52;0;165;0
0;2;53;0;165;0
0;2;54;0;165;0
0.511111111111111;2;55;0;165;0
0.066666666666667;2;56;0;165;0
0;2;57;0;165;0
0;2;58;0;165;0
0;2;59;0;165;0
0.188888888888889;2;60;0;165;0
0;2;61;0;165;0
0;2;62;0;165;0
0.1;2;63;0;165;0
0.655555555555556;2;64;0;165;0
0.866666666666667;2;65;0;165;0
0;2;66;0;165;0
0.044444444444444;2;67;0;165;0
0;2;68;0;165;0
0;2;69;0;165;0
0.43956043956044;2;70;0;165;0
0;2;71;0;165;0
0;2;72;0;165;0
0;2;73;0;165;0
0;2;74;0;165;0
0;2;75;0;165;0
0;2;76;0;165;0
0.011111111111111;2;77;0;165;0
0;2;78;0;165;0
0;2;79;0;165;0
0.377777777777778;2;80;0;165;0
0;2;81;0;165;0
0.67032967032967;2;82;0;165;0
0.322222222222222;2;83;0;165;0
0;2;84;0;165;0
0.577777777777778;2;85;0;165;0
0.637362637362637;2;86;0;165;0
0;2;87;0;165;0
0.322222222222222;2;88;0;165;0
0.977777777777778;2;89;0;165;0
0.318681318681319;2;90;0;165;0
0.544444444444444;2;91;0;165;0
0.511111111111111;2;92;0;165;0
0;2;93;0;165;0
0;2;94;0;165;0
0.066666666666667;2;95;0;165;0
0;2;96;0;165;0
0.011111111111111;2;97;0;165;0
0.626373626373626;2;98;0;165;0
0;2;99;0;165;0
0.177777777777778;2;100;0;165;0
0;2;38;0;166;0
0;2;39;0;166;0
0;2;40;0;166;0
0;2;41;0;166;0
0.087912087912088;2;42;0;166;0
0.088888888888889;2;43;0;166;0
0.411111111111111;2;44;0;166;0
0;2;45;0;166;0
0.164835164835165;2;46;0;166;0
0;2;47;0;166;0
0.055555555555556;2;48;0;166;0
0.033333333333333;2;49;0;166;0
0.758241758241758;2;50;0;166;0
0;2;51;0;166;0
0.122222222222222;2;52;0;166;0
0;2;53;0;166;0
0;2;54;0;166;0
