value;iVar;itime;ispaceP;ispaceQ;ispaceT
0;2;81;0;7;0
0;2;82;0;7;0
0;2;83;0;7;0
0.633333333333333;2;84;0;7;0
0.511111111111111;2;85;0;7;0
0.065934065934066;2;86;0;7;0
0;2;87;0;7;0
0;2;88;0;7;0
0;2;89;0;7;0
0;2;90;0;7;0
0;2;91;0;7;0
0;2;92;0;7;0
0;2;93;0;7;0
0;2;94;0;7;0
0.088888888888889;2;95;0;7;0
0.288888888888889;2;96;0;7;0
0.022222222222222;2;97;0;7;0
0;2;98;0;7;0
0.544444444444444;2;99;0;7;0
0;2;100;0;7;0
0;2;52;0;8;0
0;2;53;0;8;0
0.10989010989011;2;54;0;8;0
0;2;55;0;8;0
0;2;56;0;8;0
0.4;2;57;0;8;0
0;2;58;0;8;0
0;2;59;0;8;0
0.344444444444444;2;60;0;8;0
0.022222222222222;2;61;0;8;0
0.681318681318681;2;62;0;8;0
0.566666666666667;2;63;0;8;0
0.011111111111111;2;64;0;8;0
0.066666666666667;2;65;0;8;0
0;2;66;0;8;0
0.022222222222222;2;67;0;8;0
0;2;68;0;8;0
0.6;2;69;0;8;0
0.263736263736264;2;70;0;8;0
0;2;71;0;8;0
0.077777777777778;2;72;0;8;0
0.577777777777778;2;73;0;8;0
0.131868131868132;2;74;0;8;0
0.077777777777778;2;75;0;8;0
0.655555555555556;2;76;0;8;0
0.277777777777778;2;77;0;8;0
0.032967032967033;2;78;0;8;0
0;2;79;0;8;0
0;2;80;0;8;0
0;2;81;0;8;0
0;2;82;0;8;0
0;2;83;0;8;0
0.477777777777778;2;84;0;8;0
0.8;2;85;0;8;0
0.21978021978022;2;86;0;8;0
0;2;87;0;8;0
0;2;88;0;8;0
0;2;89;0;8;0
0;2;90;0;8;0
0;2;91;0;8;0
0;2;92;0;8;0
0;2;93;0;8;0
0;2;94;0;8;0
0;2;95;0;8;0
0;2;96;0;8;0
0;2;97;0;8;0
0;2;98;0;8;0
0.166666666666667;2;99;0;8;0
0;2;100;0;8;0
0.166666666666667;2;60;0;9;0
0.033333333333333;2;61;0;9;0
0.494505494505495;2;62;0;9;0
0.833333333333333;2;63;0;9;0
0.066666666666667;2;64;0;9;0
0.055555555555556;2;65;0;9;0
0;2;66;0;9;0
0;2;67;0;9;0
0;2;68;0;9;0
0.277777777777778;2;69;0;9;0
0;2;70;0;9;0
0.133333333333333;2;71;0;9;0
0;2;72;0;9;0
0.166666666666667;2;73;0;9;0
0;2;74;0;9;0
0.044444444444444;2;75;0;9;0
0.044444444444444;2;76;0;9;0
0.022222222222222;2;77;0;9;0
0;2;78;0;9;0
0.1;2;79;0;9;0
0;2;80;0;9;0
0;2;81;0;9;0
0;2;82;0;9;0
0.3;2;83;0;9;0
0;2;84;0;9;0
0.444444444444444;2;85;0;9;0
0.087912087912088;2;86;0;9;0
0.033333333333333;2;87;0;9;0
0.077777777777778;2;88;0;9;0
0.155555555555556;2;89;0;9;0
0;2;90;0;9;0
0.266666666666667;2;91;0;9;0
0.155555555555556;2;92;0;9;0
0;2;93;0;9;0
0;2;94;0;9;0
0;2;95;0;9;0
0.833333333333333;2;96;0;9;0
0.477777777777778;2;97;0;9;0
0.208791208791209;2;98;0;9;0
0.244444444444444;2;99;0;9;0
0.188888888888889;2;100;0;9;0
0;2;54;0;10;0
0;2;55;0;10;0
0;2;56;0;10;0
0;2;57;0;10;0
0;2;58;0;10;0
0;2;59;0;10;0
0;2;60;0;10;0
0.044444444444444;2;61;0;10;0
0.307692307692308;2;62;0;10;0
0.655555555555556;2;63;0;10;0
0;2;64;0;10;0
0;2;65;0;10;0
0;2;66;0;10;0
0;2;67;0;10;0
0;2;68;0;10;0
0;2;69;0;10;0
0;2;70;0;10;0
0;2;71;0;10;0
0;2;72;0;10;0
0;2;73;0;10;0
0;2;74;0;10;0
0;2;75;0;10;0
0.211111111111111;2;76;0;10;0
0.266666666666667;2;77;0;10;0
0;2;78;0;10;0
0;2;79;0;10;0
0;2;80;0;10;0
0;2;81;0;10;0
0;2;82;0;10;0
0;2;83;0;10;0
0.077777777777778;2;84;0;10;0
0.944444444444444;2;85;0;10;0
0.417582417582418;2;86;0;10;0
0.144444444444444;2;87;0;10;0
0;2;88;0;10;0
0;2;89;0;10;0
0;2;90;0;10;0
0;2;91;0;10;0
0;2;92;0;10;0
0;2;93;0;10;0
0;2;94;0;10;0
0.022222222222222;2;95;0;10;0
0.6;2;96;0;10;0
0.122222222222222;2;97;0;10;0
0.043956043956044;2;98;0;10;0
0.266666666666667;2;99;0;10;0
0;2;100;0;10;0
0;2;55;0;11;0
0;2;56;0;11;0
0.333333333333333;2;57;0;11;0
0;2;58;0;11;0
0;2;59;0;11;0
0.366666666666667;2;60;0;11;0
0;2;61;0;11;0
0.945054945054945;2;62;0;11;0
0.566666666666667;2;63;0;11;0
0;2;64;0;11;0
0;2;65;0;11;0
0;2;66;0;11;0
0;2;67;0;11;0
0;2;68;0;11;0
0.9;2;69;0;11;0
0.120879120879121;2;70;0;11;0
0;2;71;0;11;0
0;2;72;0;11;0
0.433333333333333;2;73;0;11;0
0.131868131868132;2;74;0;11;0
0.044444444444444;2;75;0;11;0
0.6;2;76;0;11;0
0.311111111111111;2;77;0;11;0
0;2;78;0;11;0
0;2;79;0;11;0
0.355555555555556;2;80;0;11;0
0;2;81;0;11;0
0;2;82;0;11;0
0;2;83;0;11;0
0.544444444444444;2;84;0;11;0
0.944444444444444;2;85;0;11;0
0.571428571428571;2;86;0;11;0
0;2;87;0;11;0
0;2;88;0;11;0
0;2;89;0;11;0
0;2;90;0;11;0
0;2;91;0;11;0
0;2;92;0;11;0
0;2;93;0;11;0
0;2;94;0;11;0
0;2;95;0;11;0
0;2;96;0;11;0
0.011111111111111;2;97;0;11;0
0;2;98;0;11;0
0.344444444444444;2;99;0;11;0
0;2;100;0;11;0
0;2;37;0;12;0
0;2;38;0;12;0
0;2;39;0;12;0
0.677777777777778;2;40;0;12;0
0.011111111111111;2;41;0;12;0
0;2;42;0;12;0
0;2;43;0;12;0
0;2;44;0;12;0
0;2;45;0;12;0
0;2;46;0;12;0
0.111111111111111;2;47;0;12;0
0.577777777777778;2;48;0;12;0
0.055555555555556;2;49;0;12;0
0;2;50;0;12;0
0.122222222222222;2;51;0;12;0
0;2;52;0;12;0
0;2;53;0;12;0
0;2;54;0;12;0
0;2;55;0;12;0
0;2;56;0;12;0
0.122222222222222;2;57;0;12;0
0;2;58;0;12;0
0;2;59;0;12;0
0;2;60;0;12;0
0;2;61;0;12;0
0.637362637362637;2;62;0;12;0
0.788888888888889;2;63;0;12;0
0.455555555555556;2;64;0;12;0
0.766666666666667;2;65;0;12;0
0;2;66;0;12;0
0;2;67;0;12;0
0;2;68;0;12;0
0.4;2;69;0;12;0
0;2;70;0;12;0
0.011111111111111;2;71;0;12;0
0;2;72;0;12;0
0;2;73;0;12;0
0.395604395604396;2;74;0;12;0
0;2;75;0;12;0
0.344444444444444;2;76;0;12;0
0.277777777777778;2;77;0;12;0
0;2;78;0;12;0
0;2;79;0;12;0
0.155555555555556;2;80;0;12;0
0;2;81;0;12;0
0;2;82;0;12;0
0;2;83;0;12;0
0.088888888888889;2;84;0;12;0
0.744444444444444;2;85;0;12;0
0.274725274725275;2;86;0;12;0
0.322222222222222;2;87;0;12;0
0.377777777777778;2;88;0;12;0
0.588888888888889;2;89;0;12;0
0;2;90;0;12;0
0;2;91;0;12;0
0.3;2;92;0;12;0
0;2;93;0;12;0
0;2;94;0;12;0
0;2;95;0;12;0
0.755555555555556;2;96;0;12;0
0.066666666666667;2;97;0;12;0
0.087912087912088;2;98;0;12;0
0.388888888888889;2;99;0;12;0
0.488888888888889;2;100;0;12;0
0;2;37;0;13;0
0.087912087912088;2;38;0;13;0
0.022222222222222;2;39;0;13;0
0.466666666666667;2;40;0;13;0
0;2;41;0;13;0
0;2;42;0;13;0
0.277777777777778;2;43;0;13;0
0;2;44;0;13;0
0;2;45;0;13;0
0;2;46;0;13;0
0.377777777777778;2;47;0;13;0
0.422222222222222;2;48;0;13;0
0.088888888888889;2;49;0;13;0
0.417582417582418;2;50;0;13;0
0.166666666666667;2;51;0;13;0
0.011111111111111;2;52;0;13;0
0;2;53;0;13;0
0;2;54;0;13;0
0;2;55;0;13;0
0;2;56;0;13;0
0.355555555555556;2;57;0;13;0
0;2;58;0;13;0
0.344444444444444;2;59;0;13;0
0.166666666666667;2;60;0;13;0
0.077777777777778;2;61;0;13;0
0.450549450549451;2;62;0;13;0
0.522222222222222;2;63;0;13;0
0.277777777777778;2;64;0;13;0
0.088888888888889;2;65;0;13;0
0;2;66;0;13;0
0.411111111111111;2;67;0;13;0
0;2;68;0;13;0
0.288888888888889;2;69;0;13;0
0.054945054945055;2;70;0;13;0
0.1;2;71;0;13;0
0;2;72;0;13;0
0.177777777777778;2;73;0;13;0
0.197802197802198;2;74;0;13;0
0.011111111111111;2;75;0;13;0
0.111111111111111;2;76;0;13;0
0.011111111111111;2;77;0;13;0
0;2;78;0;13;0
0.111111111111111;2;79;0;13;0
0;2;80;0;13;0
0.7;2;81;0;13;0
0.010989010989011;2;82;0;13;0
0.233333333333333;2;83;0;13;0
0.233333333333333;2;84;0;13;0
0.577777777777778;2;85;0;13;0
0.153846153846154;2;86;0;13;0
0.033333333333333;2;87;0;13;0
0;2;88;0;13;0
0.333333333333333;2;89;0;13;0
0;2;90;0;13;0
0.088888888888889;2;91;0;13;0
0.122222222222222;2;92;0;13;0
0;2;93;0;13;0
0;2;94;0;13;0
0.088888888888889;2;95;0;13;0
0.833333333333333;2;96;0;13;0
0.022222222222222;2;97;0;13;0
0.285714285714286;2;98;0;13;0
0.444444444444444;2;99;0;13;0
0.111111111111111;2;100;0;13;0
0.011111111111111;2;43;0;14;0
0;2;44;0;14;0
0;2;45;0;14;0
0;2;46;0;14;0
0.211111111111111;2;47;0;14;0
0.611111111111111;2;48;0;14;0
0.188888888888889;2;49;0;14;0
0.43956043956044;2;50;0;14;0
0.066666666666667;2;51;0;14;0
0;2;52;0;14;0
0;2;53;0;14;0
0;2;54;0;14;0
0.1;2;55;0;14;0
0;2;56;0;14;0
0.255555555555556;2;57;0;14;0
0;2;58;0;14;0
0.033333333333333;2;59;0;14;0
0.133333333333333;2;60;0;14;0
0;2;61;0;14;0
0.483516483516484;2;62;0;14;0
0.533333333333333;2;63;0;14;0
0;2;64;0;14;0
0.311111111111111;2;65;0;14;0
0;2;66;0;14;0
0;2;67;0;14;0
0;2;68;0;14;0
0;2;69;0;14;0
0;2;70;0;14;0
0;2;71;0;14;0
0;2;72;0;14;0
0.033333333333333;2;73;0;14;0
0;2;74;0;14;0
0;2;75;0;14;0
0.144444444444444;2;76;0;14;0
0.1;2;77;0;14;0
0;2;78;0;14;0
0;2;79;0;14;0
0;2;80;0;14;0
0;2;81;0;14;0
0.010989010989011;2;82;0;14;0
0;2;83;0;14;0
0.022222222222222;2;84;0;14;0
0.477777777777778;2;85;0;14;0
0.175824175824176;2;86;0;14;0
0;2;87;0;14;0
0.255555555555556;2;88;0;14;0
0.222222222222222;2;89;0;14;0
0;2;90;0;14;0
0;2;91;0;14;0
0.277777777777778;2;92;0;14;0
0;2;93;0;14;0
0;2;94;0;14;0
0.066666666666667;2;95;0;14;0
0.811111111111111;2;96;0;14;0
0.055555555555556;2;97;0;14;0
0.263736263736264;2;98;0;14;0
0.355555555555556;2;99;0;14;0
0.2;2;100;0;14;0
0;2;56;0;15;0
0.533333333333333;2;57;0;15;0
0;2;58;0;15;0
0.011111111111111;2;59;0;15;0
0.588888888888889;2;60;0;15;0
0;2;61;0;15;0
0.483516483516484;2;62;0;15;0
0.811111111111111;2;63;0;15;0
0.133333333333333;2;64;0;15;0
0.244444444444444;2;65;0;15;0
0;2;66;0;15;0
0.344444444444444;2;67;0;15;0
0.311111111111111;2;68;0;15;0
0.711111111111111;2;69;0;15;0
0.120879120879121;2;70;0;15;0
0.822222222222222;2;71;0;15;0
0.177777777777778;2;72;0;15;0
0.455555555555556;2;73;0;15;0
0.274725274725275;2;74;0;15;0
0.055555555555556;2;75;0;15;0
0.1;2;76;0;15;0
0.055555555555556;2;77;0;15;0
0;2;78;0;15;0
0;2;79;0;15;0
0;2;80;0;15;0
0.1;2;81;0;15;0
0;2;82;0;15;0
0.022222222222222;2;83;0;15;0
0.255555555555556;2;84;0;15;0
0.655555555555556;2;85;0;15;0
0;2;86;0;15;0
0.333333333333333;2;87;0;15;0
0.022222222222222;2;88;0;15;0
0.677777777777778;2;89;0;15;0
0;2;90;0;15;0
0.266666666666667;2;91;0;15;0
0.111111111111111;2;92;0;15;0
0;2;93;0;15;0
0;2;94;0;15;0
0.211111111111111;2;95;0;15;0
0.866666666666667;2;96;0;15;0
0.311111111111111;2;97;0;15;0
0.450549450549451;2;98;0;15;0
0.155555555555556;2;99;0;15;0
0;2;100;0;15;0
0;2;55;0;16;0
0;2;56;0;16;0
0.066666666666667;2;57;0;16;0
0;2;58;0;16;0
0;2;59;0;16;0
0.155555555555556;2;60;0;16;0
0;2;61;0;16;0
0.692307692307692;2;62;0;16;0
0.388888888888889;2;63;0;16;0
0;2;64;0;16;0
0;2;65;0;16;0
0;2;66;0;16;0
0;2;67;0;16;0
0;2;68;0;16;0
0.144444444444444;2;69;0;16;0
0;2;70;0;16;0
0;2;71;0;16;0
0;2;72;0;16;0
0;2;73;0;16;0
0.131868131868132;2;74;0;16;0
0.011111111111111;2;75;0;16;0
0.211111111111111;2;76;0;16;0
0.255555555555556;2;77;0;16;0
0;2;78;0;16;0
0;2;79;0;16;0
0.022222222222222;2;80;0;16;0
0;2;81;0;16;0
0;2;82;0;16;0
0;2;83;0;16;0
0.366666666666667;2;84;0;16;0
0.766666666666667;2;85;0;16;0
0.142857142857143;2;86;0;16;0
0.066666666666667;2;87;0;16;0
0.022222222222222;2;88;0;16;0
0.3;2;89;0;16;0
0;2;90;0;16;0
0.011111111111111;2;91;0;16;0
0.111111111111111;2;92;0;16;0
0;2;93;0;16;0
0;2;94;0;16;0
0.044444444444444;2;95;0;16;0
0.688888888888889;2;96;0;16;0
0.022222222222222;2;97;0;16;0
0;2;98;0;16;0
0.811111111111111;2;99;0;16;0
0.488888888888889;2;100;0;16;0
0;2;58;0;17;0
0;2;59;0;17;0
0.022222222222222;2;60;0;17;0
0;2;61;0;17;0
0.692307692307692;2;62;0;17;0
0.4;2;63;0;17;0
0;2;64;0;17;0
0.2;2;65;0;17;0
0;2;66;0;17;0
0;2;67;0;17;0
0;2;68;0;17;0
0.111111111111111;2;69;0;17;0
0;2;70;0;17;0
0;2;71;0;17;0
0;2;72;0;17;0
0;2;73;0;17;0
0.120879120879121;2;74;0;17;0
0;2;75;0;17;0
0.4;2;76;0;17;0
0.4;2;77;0;17;0
0;2;78;0;17;0
0;2;79;0;17;0
0.166666666666667;2;80;0;17;0
0;2;81;0;17;0
0;2;82;0;17;0
0;2;83;0;17;0
0.311111111111111;2;84;0;17;0
0.788888888888889;2;85;0;17;0
0.076923076923077;2;86;0;17;0
0.044444444444444;2;87;0;17;0
0;2;88;0;17;0
0.288888888888889;2;89;0;17;0
0;2;90;0;17;0
0;2;91;0;17;0
0;2;92;0;17;0
0;2;93;0;17;0
0;2;94;0;17;0
0.111111111111111;2;95;0;17;0
0.577777777777778;2;96;0;17;0
0.066666666666667;2;97;0;17;0
0;2;98;0;17;0
0.866666666666667;2;99;0;17;0
0.633333333333333;2;100;0;17;0
0;2;67;0;18;0
0;2;68;0;18;0
0;2;69;0;18;0
0;2;70;0;18;0
0;2;71;0;18;0
0;2;72;0;18;0
0.111111111111111;2;73;0;18;0
0.142857142857143;2;74;0;18;0
0;2;75;0;18;0
0.233333333333333;2;76;0;18;0
0.277777777777778;2;77;0;18;0
0;2;78;0;18;0
0;2;79;0;18;0
0;2;80;0;18;0
0;2;81;0;18;0
0;2;82;0;18;0
0;2;83;0;18;0
0.611111111111111;2;84;0;18;0
0.733333333333333;2;85;0;18;0
0.065934065934066;2;86;0;18;0
0;2;87;0;18;0
0.044444444444444;2;88;0;18;0
0.022222222222222;2;89;0;18;0
0;2;90;0;18;0
0;2;91;0;18;0
0;2;92;0;18;0
0;2;93;0;18;0
0;2;94;0;18;0
0.288888888888889;2;95;0;18;0
0.477777777777778;2;96;0;18;0
0;2;97;0;18;0
0;2;98;0;18;0
0.622222222222222;2;99;0;18;0
0.077777777777778;2;100;0;18;0
0;2;67;0;19;0
0;2;68;0;19;0
0.244444444444444;2;69;0;19;0
0;2;70;0;19;0
0;2;71;0;19;0
0;2;72;0;19;0
0;2;73;0;19;0
0.164835164835165;2;74;0;19;0
0;2;75;0;19;0
0.122222222222222;2;76;0;19;0
0.155555555555556;2;77;0;19;0
0;2;78;0;19;0
0;2;79;0;19;0
0.055555555555556;2;80;0;19;0
0;2;81;0;19;0
0;2;82;0;19;0
0;2;83;0;19;0
0.322222222222222;2;84;0;19;0
0.7;2;85;0;19;0
0.142857142857143;2;86;0;19;0
0.033333333333333;2;87;0;19;0
0.055555555555556;2;88;0;19;0
