"site" "x" "y" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12"
"401012" 148.05195 -36.31875 0.0419397281894934 0.0339972608247011 0.0321948890313755 0.0308620528748275 0.0420716532795437 0.0658532661135432 0.106268204748775 0.140809930224153 0.173970662106135 0.15769738779563 0.105835959317123 0.0684990054946994
"401015" 146.97509 -35.91625 0.0358231467369993 0.0256148480848034 0.0356110398619638 0.00945500385130107 0.025844430486375 0.0370802333795972 0.189166227495964 0.237254934405816 0.204211368591923 0.149939603898559 0.0327247253351465 0.0172744378715525
"401203" 147.60737 -36.94763 0.035623218368499 0.0282238419504282 0.0263966288827933 0.0347010078958196 0.0522707754705101 0.0776044465000224 0.0943739870589968 0.12267124524315 0.176196420663616 0.182900433948404 0.104924477433676 0.0641135165840848
"401208" 147.67782 -36.21375 0.0445393823062882 0.0365854287347994 0.0376781968029976 0.0368344335678755 0.0493234521238118 0.0719572200323798 0.12973081954463 0.160732380684205 0.153794559101851 0.134943815582609 0.0843648915131969 0.0595154200053559
"401210" 147.41345 -36.56845 0.0408412727943489 0.0328561766557713 0.0288832427181717 0.0339088025874188 0.0446289215121794 0.0666807847715157 0.118551854275646 0.162784388570757 0.166781171712797 0.14736920016845 0.0943710282492755 0.0623431559836688
"401212" 147.82853 -36.44604 0.0398104183834517 0.0313150393415923 0.0275039481139971 0.0315507867515512 0.0415364653599473 0.0668060203931523 0.117222365573577 0.166487918979967 0.17628358882256 0.149924797037663 0.0913028810417823 0.0602557702007586
"401216" 147.47248 -36.93247 0.0359141001214586 0.0292332705123116 0.0257977343965099 0.0353252992151215 0.0533598018848278 0.0773647356938785 0.0930338830095519 0.117159111369397 0.173189173359347 0.186577820196985 0.109730404226014 0.0633146660145976
"401217" 147.70884 -36.75616 0.0378873950756486 0.0281704497123878 0.0244383579922328 0.0227523829103189 0.0314999471746541 0.0563157957594291 0.124777678184292 0.167276163939421 0.189408127492873 0.157717881949863 0.0989776708134545 0.0607781489954256
"402204" 146.90608 -36.30375 0.0310900354794274 0.0257020599887879 0.0240350906822028 0.0246796297369669 0.0477769532757352 0.0719649350161228 0.146093122301971 0.184668507286286 0.179334674272642 0.141851462483432 0.0785357245392524 0.0442678049371739
"402206" 147.04481 -36.54019 0.0334621437226148 0.0271212233638871 0.0244584933368024 0.0206741845540958 0.024597594922604 0.0505310211277339 0.126342122160791 0.18657171243074 0.194718535222135 0.157088977312522 0.0927648462578441 0.0616691455882307
"402213" 146.89375 -36.31636 0.0217874222841214 0.0203867619450973 0.0194346579160591 0.0221128991695337 0.0449393131398418 0.0802285262515795 0.163588258057519 0.203075695396299 0.186613359504948 0.135635760260417 0.0688456143894179 0.0333517316851673
"402217" 146.87626 -36.38627 0.02594627110466 0.0171335819032115 0.0136416488665273 0.024562942375567 0.0472953413216246 0.0789847784154251 0.154451833983636 0.199361520881814 0.1826234061664 0.13969947092649 0.0767431673396001 0.0395560367150442
"403209A" 146.34465 -36.33215 0.00957569543720939 0.00972912544386451 0.00747376614825469 0.0131628116583212 0.0332172003047803 0.0661457987461311 0.167926924986259 0.228981837793037 0.203721551148861 0.159338941617677 0.0666199951729601 0.0341063515426456
"403213A" 146.24375 -36.61953 0.0227159989076942 0.0160269882846918 0.0114227017789063 0.013208538657431 0.0378986716570875 0.0692838655631413 0.154753556403049 0.209914108555392 0.192945731456545 0.1448150281394 0.0755472908474557 0.051467519749206
"403214" 146.81994 -36.57756 0.0191714964272337 0.0180368962785998 0.0162056513790668 0.0186516881181242 0.0421159167331843 0.0712247379876536 0.157464551480968 0.212606097001707 0.190105910987696 0.143926397506645 0.070393173226536 0.0400974828725853
"403217" 146.58322 -36.82428 0.0136732289041896 0.0108430233088468 0.00812292326651135 0.0095901429780622 0.0379962690317518 0.076756445001104 0.180335749885767 0.22986421722586 0.200663664063654 0.136691403657927 0.0644845093894514 0.0309784232868742
"403221" 146.60125 -36.31125 0.0209326645729981 0.0204201367743728 0.0158250639704965 0.0147174337484058 0.0461809531142525 0.0717905475203932 0.166187052861793 0.2100466281813 0.191808204678549 0.14163007779598 0.0631094938620983 0.0373517429193599
"403222" 146.70125 -36.91068 0.0197867644315069 0.0158316700726479 0.012140008517452 0.0156602053647321 0.040317737205463 0.0753202220333636 0.160577504633102 0.215816910977105 0.186915107232291 0.137495360952741 0.0732969814255329 0.0468415271540622
"403226" 146.36188 -36.60562 0.021000159642552 0.0184338469781264 0.0132534162511093 0.0143477769694523 0.0405802371977821 0.0735489914054443 0.16832662864361 0.217170663796947 0.193660373671629 0.131810463324614 0.0682205068984368 0.0396469352202965
"403232" 146.97875 -36.75154 0.0200799977795171 0.0182976811204848 0.0179681106162489 0.0170446030020647 0.0348677332573395 0.0631865601778116 0.15397876547545 0.208951784311754 0.190403210576565 0.1528346460103 0.0768978805646987 0.0454890271077665
"404207" 146.05902 -36.61153 0.0173427708007652 0.0172940823642397 0.0112688185471129 0.0123973978664074 0.0398301460451002 0.0673388130191599 0.164100658962495 0.214966437589913 0.200634328027983 0.146017884884049 0.0666117178284162 0.0421969440643595
"405205" 145.56385 -37.41385 0.0618130680856765 0.0497479087355949 0.0451178957344374 0.0521894903247769 0.058716169831197 0.0827191013600521 0.103577293556904 0.129031898865951 0.129386048187201 0.112205493783289 0.0958471853885248 0.0796484461463953
"405209" 145.71375 -37.31773 0.0393274388812231 0.0281178052947848 0.0244173599076602 0.0296426429307345 0.042127966983821 0.0744782114989085 0.127754981430674 0.172901452085723 0.177988728776161 0.132696999999702 0.0902871916470539 0.0602592205635532
"405217" 145.47319 -37.38375 0.0388196472663927 0.0239583940431466 0.0165500724116727 0.0257733843901637 0.0293167977887409 0.0801429974979722 0.137477506317399 0.186742134762783 0.186862096913278 0.126709668737816 0.0902341491145738 0.0574131507560618
"405218" 146.1876 -37.29125 0.0191082831726335 0.0138299789154917 0.0110284403912069 0.0160299959425682 0.0451982422511726 0.0927471174202148 0.157659658386627 0.202310273166674 0.192000037449372 0.13728879787658 0.0691067559745304 0.043692419052929
"405219" 146.12958 -37.33042 0.0194267809868648 0.0142061588838576 0.0105723351651097 0.0124794701810919 0.0317649064541634 0.079625493148321 0.162665524651651 0.22396953461902 0.201185849923753 0.134534716400434 0.070467009398511 0.0391022201872231
"405226" 145.30649 -36.62101 0.0121583174395531 0.00775206878624538 0.0185483177618098 0.00428363442102452 0.0367036014309264 0.0740961201585672 0.189413232324828 0.23256241010388 0.212947290033113 0.136702122929564 0.0452918366743834 0.0295410479361046
