"site" "x" "y" "M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12"
"405227" 146.05695 -37.36695 0.0283620566318852 0.0206640346818208 0.016281858238915 0.0177536956782663 0.0313717244724423 0.0727147944762135 0.148941498022981 0.207060221034019 0.200433939903211 0.131785305479337 0.0776531752789269 0.0469776961019826
"405238" 144.85701 -37.12049 0.0176975445760383 0.00797327063259547 0.00284533182611965 0.0040902940367409 0.0270194020611482 0.0700482074395517 0.178328466359047 0.229405463927704 0.252886540717819 0.138790642970042 0.0454198119861764 0.0254950234670165
"405245" 146.05375 -37.03875 0.00707512139237703 0.0105888496971398 0.0105791834822258 0.00837435834728625 0.0263641103155992 0.0581538530691274 0.182207149368185 0.281560924736101 0.228695709795339 0.118038297841138 0.0398305047867938 0.0285319371686887
"405248" 144.9146 -36.85375 0.0209325003593094 0.0228602914515903 0.00772929680226794 0.00327210636522232 0.0339631674481532 0.080118809653561 0.153040839074612 0.198854015022562 0.204880665554909 0.199199754204018 0.0444072683855386 0.0307412856782569
"405251" 145.78375 -36.96886 0.0316673273875328 0.023149912920076 0.0233911531873369 0.0283963695757314 0.0479055199984788 0.0815553961016682 0.14933967801709 0.187519768056336 0.172718933126507 0.134917286289399 0.0678740233602762 0.0515646319795675
"405263" 146.24715 -37.46285 0.0218866777556251 0.0137988895467698 0.0108968543733965 0.0121578101246547 0.0190589029273656 0.0706038991268964 0.154373586979987 0.221260623890488 0.215516934064402 0.134999213733451 0.0784838830594536 0.0469627244175098
"405264" 146.07596 -37.52125 0.0329236743475565 0.0220734517637411 0.018794490251336 0.020816675713872 0.0294808865586437 0.07487892875349 0.139119663588257 0.193829742638094 0.197134114093188 0.130872857123424 0.085577810422072 0.0544977047463251
"405274" 145.60513 -37.10625 0.0139124200596694 0.0053715617864502 0.0105211659798388 0.00886623486955514 0.0212397569764525 0.104981145475844 0.219584816416475 0.251074309378772 0.199454929322377 0.096170162296361 0.0418367052108845 0.0269867922273203
"406208" 144.45125 -37.38787 0.0176556547294021 0.0234842210654489 0.00484949349982979 0.00826059609829887 0.0320729415249418 0.0841003752766522 0.154641187558809 0.207011153104765 0.194127069802256 0.155372022538523 0.0834557396309178 0.0349695451701564
"406213" 144.53896 -37.01646 0.024394441119744 0.00612022383248951 0.00313032113303089 0.00300216612632177 0.00919133809787644 0.0680274123455744 0.172309386559765 0.233992803702916 0.2357382105015 0.151001799652988 0.0649692651231677 0.0281226318046272
"406214" 144.42844 -36.77406 0.0306720042426844 0.0232289827246864 0.00786632703294257 0.00960719751657261 0.0447515926516367 0.0922221238669079 0.156924924413231 0.212922003041326 0.202719482882431 0.147094524791303 0.047642932265347 0.0243479045709313
"406224" 144.6373 -36.54625 0.0461803159521737 0.0301719085508538 0.0200737705937459 0.000171686323018785 0.00762571585314773 0.0819092514292471 0.184413148643827 0.161786743079341 0.193352548167846 0.172922099169007 0.0437230647010849 0.0576697475367067
"407214" 143.78875 -37.29668 0.0211815833322455 0.0150993976554247 0.00298975819312234 0.00419288518442083 0.0286126853616286 0.071442210968473 0.155075900089797 0.251051167612797 0.22967160894011 0.147655599449876 0.0578589858283781 0.0151682173837262
"407215" 144.05875 -37.10875 0.0364052840376118 0.00970715665430645 0.00505303804262895 0.00567313701974997 0.0122992467967587 0.0700259127012134 0.152126430607118 0.216039726670128 0.223341054003026 0.169139819653518 0.0724755276969223 0.0277136661170182
"407220" 143.64431 -36.99375 0.0274610647549433 0.0228798801110278 0.00641868992433243 0.0158620430364937 0.0512098808798308 0.0781510848951334 0.123599117986534 0.225952577628627 0.239534210552991 0.153690709045394 0.0258516080088212 0.0293891331758713
"407230" 143.96037 -37.16213 0.0404490239065755 0.00762045295196101 0.00165932996720656 0.00408726159775372 0.0173317372042526 0.0785434300714008 0.15932179190821 0.241274662869344 0.240113250177487 0.146064253452589 0.0482914643909883 0.0152433415022324
"407253" 144.4694 -36.4519 0.0602949170518274 0.02697070945929 0.0290583476329808 0.0245747350178599 0.0651264942645672 0.0864308816122919 0.13181703536356 0.137808827544096 0.158923938709384 0.154287242678611 0.0692237270922356 0.0554831435732955
"408202" 143.40552 -37.18198 0.0226244812565482 0.0169756692088891 0.0109606612671082 0.0136795363635894 0.0376306206961469 0.0632654847787328 0.144550974363801 0.247099243601121 0.241399723234781 0.140526668886149 0.0399101629731345 0.0213767733699982
"410057" 148.34845 -35.32905 0.046494106053616 0.0351625865030097 0.0379801448226975 0.0356685434890654 0.0489813137276647 0.0705666351364175 0.119679680665735 0.149148951089856 0.154231021101336 0.1349839327884 0.0965328454909939 0.070570239131208
"410061" 148.06915 -35.33165 0.0424150428652 0.029706646357414 0.037004644725309 0.0440515307361687 0.0547063114428801 0.100754726827991 0.131490910475444 0.147184391936719 0.136497339877128 0.138816380088041 0.0749354003831483 0.0624366742845568
"410705" 149.31625 -35.3367 0.0311750358636299 0.0299455474272128 0.0729751906102953 0.0652230270681024 0.0622076305574626 0.150737486884035 0.110194778707328 0.116301870878646 0.125972845187719 0.105326520013824 0.0778987034726919 0.0520413633290532
"410730" 148.82125 -35.5917 0.0498219739927953 0.0440863162895513 0.0441887300507932 0.0513503984706023 0.0449383619329948 0.0618431702804563 0.0927478725643796 0.124852909810419 0.161362068861142 0.138972331967362 0.104701733403842 0.0811341323756619
"410731" 149.06625 -35.57485 0.0547712209378104 0.0520210968650866 0.0620041652445683 0.0779271335922622 0.0521569086166915 0.074179674303042 0.0964704812174042 0.115149463652203 0.120764439279424 0.123024199798062 0.0990826241891836 0.0724485923042609
"410734" 149.34982 -35.61375 0.044643702742151 0.0542472095790997 0.0783734100106233 0.08798702672433 0.0656509740726361 0.118742609137433 0.0995024047381642 0.101547078376809 0.0898287822193849 0.0922201617302935 0.0926065837222811 0.0746500569467941
"410761" 149.10125 -35.53993 0.0324956197309123 0.0343193889831449 0.0765103364573958 0.0570017682087584 0.04507622037043 0.152630041064844 0.134369586295625 0.0979147592279856 0.108585740063875 0.117464971747528 0.071337444518897 0.0722941233306048
"412028" 149.3252 -33.9548 0.0394067636284761 0.0356059217753767 0.0399257687061601 0.0431526917322176 0.0458896427756426 0.0992727437308686 0.142180927582426 0.184691139475563 0.137961256425533 0.107953990691134 0.08292198880778 0.041037164668822
"412050" 149.16727 -34.31125 0.021738004878102 0.0174102015712814 0.0290422755917109 0.0375407325503914 0.0327629400892802 0.0641088487735131 0.154314154003168 0.199838922045913 0.204943733851411 0.131648118557288 0.0650633128331967 0.0415887552547455
"412066" 149.5978 -34.1128 0.0461674346710857 0.0357847439328081 0.0495180232410743 0.0481827639675784 0.0440576329944812 0.0890225434724392 0.132989199253459 0.179720633246875 0.146022875312784 0.104690104540854 0.0769133977127391 0.0469306476538211
"415207" 143.18471 -37.1853 0.0369920046549113 0.013982952990123 0.00594871965711983 0.00913599754484181 0.0227416308296036 0.0498552501886254 0.131765070860109 0.235840612884709 0.248512229126362 0.16578188669409 0.0446053343827545 0.0348383101867496
"415226" 142.7872 -36.74375 0.0642864015991541 0.024328700723818 0.00197437589811214 0.0157604408170899 0.0531034902229634 0.0499224804315626 0.155654602571267 0.213058202049855 0.236572071599315 0.166590044767792 0.0070776134241396 0.0116715758949313
"415237" 142.82133 -37.02632 0.0622480880353287 0.00401441142325431 0.0160061218800924 0.00824680501907472 0.029014238798558 0.0794554099977987 0.16902347394628 0.260256290980189 0.246076188118085 0.0912078917848364 0.00900443694354896 0.0254466430729535
"416003" 151.72665 -29.02915 0.194950232168468 0.103415639646064 0.0680045947029775 0.0829158669815764 0.0837458925809434 0.0434505113213187 0.0649556902818895 0.0660068346455903 0.0810301158653758 0.0654988229911549 0.0658385046497822 0.0801872941648586
"416008" 151.38338 -29.21838 0.135907274667741 0.114083952272769 0.0798226117609757 0.0424340275563249 0.0562750576849953 0.0402219059124609 0.0733026534070044 0.0786417148456453 0.0893909270706865 0.0951792054731858 0.107156270132384 0.0875843992158265
"418005" 151.11432 -29.91682 0.139959573054096 0.140692800974809 0.0302781392917954 0.0243076347455618 0.0395037542965096 0.0407200888957104 0.101442805433432 0.0894711204020945 0.107731317310887 0.0868885200131284 0.111414361149379 0.0875898844325968
"418014" 151.36244 -30.46744 0.147868749572503 0.110403194271118 0.0333669245797377 0.0224071824094123 0.0410134965940615 0.042668546106645 0.107338639526146 0.115584450732113 0.112786512870209 0.063371945877714 0.120156586184722 0.083033771275619
"419005" 150.7785 -30.6785 0.101162882364664 0.11469903848439 0.0492800406669301 0.0239260442274825 0.0488160049670833 0.0684141182624736 0.100881559815495 0.126748048539745 0.111295548918419 0.0909769899169755 0.098940998744141 0.0648587250922006
"422202B" 150.17904 -26.70904 0.174094500433718 0.213988320380366 0.0737679266007593 0.0289796665615245 0.0903533347827317 0.0408016931138708 0.0609772407850735 0.037995366858068 0.0311652321807035 0.0185469361838081 0.0437998190259815 0.185529963093395
"422319B" 152.01426 -28.03625 0.26067976978375 0.17066647343428 0.0743665178827472 0.0829285680359886 0.0891853028842394 0.0361711217680156 0.031736512476221 0.0163332033461897 0.0118113639394051 0.0215343536321989 0.0495998993511872 0.154986913465777
"422321B" 152.33307 -28.35375 0.136160105599969 0.124511453417643 0.11395728328197 0.119845107619435 0.115150947855198 0.082482872087133 0.0742419713712335 0.0504658326322363 0.0431957184795615 0.0418173589032557 0.0414094902567574 0.0567618584956068
"422394A" 152.14136 -28.37136 0.180574677476357 0.13092096698606 0.106894011136353 0.123616988319796 0.104920337532772 0.0657583922663609 0.0682101402552788 0.0326540904753039 0.0319786077973638 0.0295369327935115 0.0401640614634756 0.0847707934973669
"424002" 144.45534 -29.23875 0.132336001967089 0.276429618217611 0.148752994948799 0.10579233131991 0.112612215143849 0.0532845466691935 0.0299235377056046 0.0198569358985958 0.00770443529909277 0.00386841265355388 0.041163403213359 0.0682755669633427
"424201A" 144.78593 -28.68907 0.208952653412846 0.235317323666867 0.142506699058453 0.112782359302336 0.104857011771789 0.0356962593033913 0.0104597634897825 0.00933855441322435 0.0042227167309124 0.00624863229744069 0.0487830526721768 0.0808349738807813
"604053" 117.08679 -34.88821 0.00313386801907445 0.00115378089242672 0.00121136106505172 0.00608936751404382 0.0131125920321953 0.0601737206186195 0.212009434858709 0.281451309964294 0.235832696892498 0.128316494572699 0.048073010268477 0.00944236330191131
"606001" 116.61755 -34.76505 0.000733201672763803 0.000116170859958668 4.81448702219598e-05 0.000359719857213192 0.0058159158947837 0.0511552531747548 0.203708263819466 0.289707703268201 0.267874404547397 0.128600730144073 0.0441210034926563 0.00775948839851117
"606002" 116.51887 -34.69387 0.000250889814635423 2.13217729155825e-05 7.27216854015718e-06 6.66918456536915e-05 0.0051026761348881 0.0522660941592228 0.202840202946272 0.297495490043713 0.276645859631591 0.117528380571148 0.0410621380582522 0.00671298285316782
"608002" 115.84311 -34.39189 0.0262028386892538 0.0185022079468496 0.0158501955285444 0.0203942433134798 0.0425354274251463 0.109123749729286 0.192767818749299 0.188602048965976 0.167257098035957 0.109838151539395 0.0678023785203027 0.0411238415565106
"613146" 115.92196 -32.99875 0.0148872377987524 0.00928672917984478 0.00916802338330134 0.0150372955957245 0.0385728964071031 0.151184020214788 0.221877611413488 0.217736686441392 0.162910340867957 0.0928839793932039 0.0443628507213843 0.0220923285830609
"616002" 116.29275 -32.06875 7.4933234591144e-07 0 0 1.31632715431776e-05 0.00168876204132484 0.0387393438012899 0.263852864907437 0.382504784625583 0.224135126761698 0.0815246329408849 0.00724831675974622 0.000292255558146864
"803003" 124.98864 -17.12886 0.252102837112426 0.353753475676403 0.270991462403834 0.0325359359933198 0.00240759622681208 0.00126392692012864 0.011958238428005 3.33887047775541e-05 0 0.00117533169669158 0.00651294980884287 0.067264857028759
"804001" 125.42696 -17.00875 0.198488325495127 0.361588833978867 0.262657094546811 0.109264997503807 0.0161230266517279 0.00754411338054197 0.0047851730504488 0.00181560896592886 0.000562749101208866 0.00100966840014807 0.00156638125922792 0.034594027666155
"809310" 127.60047 -17.42547 0.211597286327773 0.414325884939074 0.283335031432453 0.0430741847763184 0.00344993614289747 0.000710256004041426 0.000430665086260973 4.30351167191651e-05 5.17088611741906e-06 0.00763792990312614 0.00690590308431735 0.0284847163009012
"915011A" 144.52375 -20.1775 0.36509087907704 0.346052998599146 0.114160938976044 0.0310013252145654 0.0141166487625937 0.011019370320471 0.00261911857681639 0.000527089768249417 0.000453368613134194 0.000531289592788285 0.0190118954764958 0.0954150770226556
"917107A" 144.30648 -18.13375 0.253569446026865 0.355049568035664 0.20381475751692 0.0488116074269532 0.0265653385221089 0.0163120049263369 0.0136886332610316 0.0107346709605162 0.00958986448877779 0.00866912706263058 0.0146565935490821 0.0385383882231138
"919003A" 144.29049 -16.47201 0.213093670025581 0.359458764078478 0.278072209015117 0.061415750395356 0.0186357644499235 0.010227354365786 0.00657027058618218 0.00411051546718533 0.00255076388550857 0.00180397814274994 0.00724784058390943 0.036813119004222
"919201A" 144.77777 -16.10723 0.209478602388829 0.371894474906748 0.29883633342052 0.0504991955737956 0.00944974788973379 0.00568913875476964 0.00297326692335324 0.00181199939930774 0.000894940847371094 0.000997699837484012 0.0138724401993294 0.0336021598587586
"919309A" 143.78485 -16.54485 0.248534210708415 0.383006521386872 0.242674076510711 0.0388479495600942 0.0110484642101323 0.00315692515483121 0.00131557920163407 0.000543786513483553 0.000241255765183375 0.000157620356378472 0.0113126636003729 0.0591609470318921
"922101B" 143.175 -13.95625 0.13382047977045 0.274350582780881 0.310641757288943 0.161492154223645 0.0371748429747313 0.0152400742580068 0.00970037700196287 0.00532617265261795 0.00262746120213929 0.00258866655385495 0.00563326003416851 0.0414041712585995
"925001A" 142.6377 -12.45375 0.118893285127423 0.272548290131942 0.357505197907656 0.162915235544738 0.0385603451479883 0.0127441443386571 0.00688713859482062 0.00450274379900787 0.00322661456524808 0.00285165821848181 0.00308457002459463 0.0162807765994425
"926002A" 142.42 -11.83125 0.100628716519772 0.185286857064819 0.243432542875595 0.190062132959731 0.0914803499741634 0.0512624271718405 0.0350737981952548 0.0251181396564789 0.0191396043043632 0.0151831986563822 0.0148199542873218 0.0285122783342778
"A0020101" 139.3667 -25.90875 0.0949399607280316 0.313832732233702 0.33507581424581 0.131953021832867 0.0466345042872502 0.0296910249589147 0.0142078622389178 0.00508349094360791 0.00185175684045827 0.00137088323898173 0.00468586782438252 0.0206730806270766
"A0030501" 140.8433 -27.70125 0.0464633989164146 0.249090215043116 0.226435755176747 0.136447865418589 0.146790153299321 0.10452160376094 0.0455479724544431 0.0172693466430831 0.00635150811866374 0.00304291655609335 0.0084196193465842 0.00961964526600522
"A2390519" 140.776 -37.09375 0.020034958010365 0.00465793085461067 0.0042159138592484 0.00593775683139686 0.00869788912983772 0.0548408663319202 0.132163034922797 0.324833616241209 0.284861759686794 0.124856614984482 0.0193981748290517 0.0155014843182871
"A2390523" 140.3622 -37.70343 0.0202498747786263 0.0147989250536721 0.0115801791796973 0.010115771540815 0.0097058500339695 0.0220138363230949 0.0973883454584341 0.25619146706667 0.296228242136598 0.15507321944362 0.0734159755804676 0.0332383134043353
"A2390531" 140.66024 -36.68875 0.0379363954891828 0.00561585824179108 0.00182558376465258 0.000600162690803407 7.08728009766073e-07 0.0724076696030907 0.191950122345019 0.252779219235193 0.299737401386012 0.109839375681556 0.00837737769383792 0.0189301251408518
"A5030502" 138.67337 -35.09913 0.00513620584680459 0.00355523631268052 0.00425483978519367 0.0163219299432223 0.0420044987016926 0.099588420680609 0.230103545243521 0.260369895565938 0.197129550479513 0.0915622678841282 0.0349741466331671 0.0149994629235303
"A5040517" 138.6808 -34.9708 0.0136035658219748 0.0123617663191535 0.0168636247782184 0.0216299123307762 0.035719475672074 0.0990717067506709 0.212531813245478 0.23910789530694 0.198464350312341 0.0886128173640725 0.0412172156858951 0.0208158564124054
"A5130501" 136.6983 -35.95375 0.00677432979558808 0.00169545311467694 0.00344797032098591 0.00543747776352297 0.0150348423505427 0.0746379832280625 0.214328723903432 0.29745739085598 0.212773655773872 0.105786216778099 0.0443569869551122 0.018268969160126
"G0010005" 137.01875 -20.0469 0.209210219425833 0.345471800320375 0.141298908871108 0.0169304194074956 0.0169126762112121 0.0014283060011954 0.00631883528875942 0.000130646247912376 0 0.000887354400418747 0.00914239855237895 0.252268435273311
"G0060005" 134.38063 -23.53375 0.236868240990632 0.209745403624164 0.139715100623728 0.103100840353035 0.06315560773066 0.0474700212469039 0.0470162609325399 0.0365107493157226 0.035328611664289 0.0312491403794874 0.0215576217137491 0.0282824014250902
"G8110016" 130.83885 -17.44865 0.243083376242218 0.404612369829597 0.235524898445199 0.0384178605078472 0.00330363540325984 0.000738773187901831 0.000869041411124867 4.67279482942364e-05 7.85414139484126e-05 0.000940990946480666 0.0107640815685158 0.0616197030956122
"G8140001" 132.2567 -14.4633 0.19242299081312 0.328611640344099 0.317736382346012 0.0738680224748849 0.011121760186268 0.00528488087075323 0.00331777023148122 0.00221170028323237 0.00163815953426693 0.00221718402679426 0.00586644088559989 0.0557030680034883
"G8140040" 130.73585 -13.83085 0.145644798807439 0.295466512526832 0.34829502874681 0.102469961793782 0.0200364584606989 0.0119446385906225 0.00956077358931735 0.00824355676790884 0.00732600058275786 0.00712945909395273 0.0095436592567495 0.0343391517831288
"G8140161" 131.1025 -13.7375 0.171690601981372 0.284810937986875 0.309093517843819 0.111570479437271 0.0298601298982929 0.0155813062105404 0.00971685965161925 0.00663794699793677 0.00498590895725614 0.00505646911171589 0.00926514846017787 0.0417306934631242
"G8150018" 131.07355 -12.60605 0.186720735333692 0.334042021677465 0.314293402735373 0.101911066865474 0.0160390452925728 0.0023158846678286 0.000315681911777715 3.33344525263298e-06 2.58269281433021e-07 0.000150264773605208 0.00100880929866861 0.0431994957290091
"G8170002" 131.1083 -13.24125 0.209507350742653 0.310457955761759 0.312876416426665 0.0722051087007686 0.0126771864474274 0.00530073968748818 0.00342321229147889 0.00227389670387841 0.00149764667172115 0.00352797949429713 0.0148183106034342 0.0514341964684293
"G8190001" 132.1739 -12.7911 0.173945642803627 0.383385980517838 0.300379588541414 0.115572215229408 0.00813705797452152 0.000856798865435142 0.000104727293025995 3.96784316175499e-06 0 0 0.000205709072515878 0.0174083118590532
"G8200045" 132.51955 -13.52455 0.238958239373439 0.3382093547645 0.26259868687207 0.059206896370583 0.00789092440692177 0.00351000070419078 0.00237200555647404 0.0018948126247263 0.00165646492160919 0.00218666754171795 0.0114335224416245 0.0700824244221425
"G8210010" 133.33235 -12.71735 0.209097052528459 0.351294895959447 0.276935221791047 0.0610370511058318 0.00771282255279874 0.00279094455773492 0.00148913837863261 0.000866142519358034 0.000602197375923934 0.0010063811631802 0.00750712604708455 0.079661026020502
"G9030124" 133.37375 -16.2598 0.155169832791517 0.503335083947907 0.258280126965437 0.0478546327875505 0.00102972306659912 0 0 0 0 0 0.0146736261813909 0.0196569742595978
"G9070142" 135.75625 -16.778 0.202772429899124 0.371642020999102 0.274075914995802 0.0771441887238005 0.0093396045066641 0.00586529181920483 0.00297174738980295 0.00179616566600454 0.00137740655547241 0.00253018342446482 0.00788858110031485 0.042596464920243
